source,leg,sample_offset,channel,q25,median,q75,session_count,encounter_count
lavender,entry,-1,S21,-0.001249882307919589,-0.0010335338421356983,-0.0003758072853088379,4,20
lavender,entry,-1,S22,-0.0011660382151603699,-0.0007981321750543057,-0.0003765685991807419,4,20
lavender,entry,-1,S23,-0.002454367550936612,0.00010571046309037515,0.0005961909438624525,4,20
lavender,entry,-1,S24,-0.0027003486951192217,-0.001255525992466853,-0.0005753466061183367,4,20
lavender,entry,-1,S25,-0.002189338207244873,-0.0015301874705723353,-0.0003225207328796379,4,20
lavender,entry,-1,S26,-0.008885249495506288,-0.0064132488690889795,-0.002812726931138476,4,20
lavender,entry,-1,S27,-0.0017029624996763284,-2.8764358674637297e-05,0.0005185108680229682,4,20
lavender,entry,-1,S28,-0.007176587214836707,-0.006155685583750407,-0.0031816959381103516,4,20
lavender,entry,-1,S29,-0.006950562650507147,-0.0058540350351578155,-0.0018891692161560059,4,20
lavender,entry,-1,S3,-0.002632224714601195,-0.0019665270140676793,-3.556771711869708e-05,4,20
lavender,entry,-1,S30,-0.0008079590219439882,-0.0004041261143154568,-0.00016041738646370998,4,20
lavender,entry,-1,S31,-0.0019097255937980883,4.1007995605468614e-05,0.0005337801846590907,4,20
lavender,entry,-1,S32,-0.0019090404877295862,-0.0013220967390598392,-0.00026333332061767567,4,20
